,2020_NI,2021_NI,2022_NI,2023_NI,2024_NI
LEU,54400000.0,175000000.0,52200000.0,84400000.0,
LEVI,-127141000.0,553541000.0,569100000.0,249600000.0,
LFUS,129986000.0,283806000.0,373306000.0,259485000.0,
LFVN,11549000.0,12894000.0,3120000.0,2540000.0,
LGIH,323895000.0,429645000.0,326567000.0,199227000.0,
LGL,968000.0,14638000.0,-2992000.0,,
LGND,-2985000.0,57138000.0,-33361000.0,52154000.0,
LH,1556100000.0,2377300000.0,1279100000.0,418000000.0,
LIFE,-16224000.0,-33768000.0,-45338000.0,-50389000.0,
LII,356300000.0,464000000.0,497100000.0,590100000.0,
LILA,-682200000.0,-440600000.0,-170700000.0,-73600000.0,
LILAK,-682200000.0,-440600000.0,-170700000.0,-73600000.0,
LIN,2501000000.0,3826000000.0,4147000000.0,6199000000.0,
LINC,48565000.0,34718000.0,12634000.0,25997000.0,
LIND,-98737000.0,-119206000.0,-111381000.0,-45610000.0,
LIQT,-9808360.0,-11126960.0,-14169107.0,-8571145.0,
LITE,135500000.0,397300000.0,198900000.0,-131600000.0,
LIVE,10927000.0,31197000.0,24741000.0,-102000.0,
LIVN,-348819000.0,-135818000.0,-86246000.0,17546000.0,
LKFN,84337000.0,95733000.0,103817000.0,93767000.0,
LKQ,638423000.0,1091000000.0,1149000000.0,936000000.0,
LL,61427000.0,41698000.0,-12081000.0,-103494000.0,
LLY,6193700000.0,5581700000.0,6244800000.0,5240400000.0,
LMAT,21220000.0,26907000.0,20636000.0,30105000.0,
LMFA,-4041462.0,4759218.0,-29240201.0,-15944254.0,
LMNR,-16435000.0,-3441000.0,-236000.0,9400000.0,
LMT,6833000000.0,6315000000.0,5732000000.0,6920000000.0,
LNC,499000000.0,3778000000.0,1358000000.0,-752000000.0,
LNG,-85000000.0,-2343000000.0,1428000000.0,9881000000.0,
LNN,38629000.0,42572000.0,65469000.0,72379000.0,
LNT,624000000.0,674000000.0,686000000.0,703000000.0,
LNTH,-13473000.0,-71279000.0,28067000.0,326661000.0,
LOAN,4229378.0,4423325.0,5211738.0,5476171.0,
LOB,59543000.0,166995000.0,176208000.0,73898000.0,
LOCO,24474000.0,29121000.0,20801000.0,25554000.0,
LODE,14931970.0,-24583620.0,-45948744.0,9161821.0,
LOOP,,-36344923.0,-44920956.0,-21300565.0,
LOPE,257196000.0,260344000.0,184675000.0,204985000.0,
LOVE,,14727000.0,47488000.0,26488000.0,23861000.0
LOW,,5835000000.0,8442000000.0,6437000000.0,7726000000.0
LPCN,-20964819.0,-634399.0,-10758636.0,-16352082.0,
LPG,,92564653.0,71935018.0,172443930.0,
LPLA,472640000.0,459866000.0,845702000.0,1066250000.0,
LPSN,-107594000.0,-124974000.0,-225747000.0,-100435000.0,
LPTH,866929.0,-3185251.0,-3542181.0,-4046871.0,
LPX,499000000.0,1377000000.0,1086000000.0,178000000.0,
LQDA,-59762769.0,-34579000.0,-41015000.0,-78502000.0,
LQDT,-3774000.0,50949000.0,40324000.0,20978000.0,
LRCX,2251753000.0,3908458000.0,4605286000.0,4510931000.0,
LRN,24506000.0,71451000.0,107130000.0,126867000.0,
LSBK,4558000.0,6187000.0,5708000.0,4820000.0,
LSCC,47392000.0,95922000.0,178882000.0,259061000.0,
LSTR,192106000.0,381524000.0,430914000.0,264394000.0,
LSXMA,-747000000.0,599000000.0,1292000000.0,829000000.0,
LSXMK,-747000000.0,599000000.0,1292000000.0,829000000.0,
LTBR,-14417266.0,-7835665.0,-7497857.0,-7908646.0,
LTC,95293000.0,55861000.0,100024000.0,89735000.0,
LTRPA,-238000000.0,179000000.0,30000000.0,-285000000.0,
LTRX,-10738000.0,-4044000.0,-5362000.0,-8980000.0,
LULU,,588913000.0,975322000.0,854800000.0,1550190000.0
LUNA,3291000.0,1382000.0,9279000.0,,
LUV,-3074000000.0,977000000.0,539000000.0,465000000.0,
LVS,-1685000000.0,-961000000.0,1832000000.0,1221000000.0,
LW,365900000.0,317800000.0,200900000.0,1008900000.0,
LWAY,3232000.0,3311000.0,924000.0,11367000.0,
LXP,183302000.0,382648000.0,113783000.0,30383000.0,
LXRX,-58574000.0,-87758000.0,-101944000.0,-177119000.0,
LXU,-61911000.0,43545000.0,230347000.0,27923000.0,
LYB,1420000000.0,5610000000.0,3882000000.0,2114000000.0,
LYFT,-1752857000.0,-1062144000.0,-1584511000.0,-340320000.0,
LYTS,9592000.0,5868000.0,15032000.0,25762000.0,
LYV,-1724535000.0,-650904000.0,295986000.0,563280000.0,
LZB,,106461000.0,150017000.0,150664000.0,
M,,-3944000000.0,1430000000.0,1177000000.0,105000000.0
MA,6411000000.0,8687000000.0,9930000000.0,11195000000.0,
MAA,254962000.0,533791000.0,637436000.0,552806000.0,
MAC,-230203000.0,14263000.0,-66068000.0,-274065000.0,
MACK,-3028000.0,-2455000.0,-1544000.0,-1181000.0,
MAN,23800000.0,382400000.0,373800000.0,88800000.0,
MANH,87240000.0,110472000.0,128959000.0,176568000.0,
MAR,-267000000.0,1099000000.0,2358000000.0,3083000000.0,
MARA,-10448000.0,-29813000.0,-694022000.0,261173000.0,
MARK,-13685000.0,27472000.0,-55483000.0,-29147000.0,
MAS,1224000000.0,410000000.0,844000000.0,908000000.0,
MASI,240300000.0,229600000.0,143500000.0,81500000.0,
MAT,123579000.0,902987000.0,393913000.0,214352000.0,
MATW,-87155000.0,2910000.0,-99774000.0,39291000.0,
MATX,193100000.0,927400000.0,1063900000.0,297100000.0,
MAYS,-906005.0,398032.0,-712371.0,-82964.0,
MBCN,8349000.0,18633000.0,15673000.0,17368000.0,
MBI,-578000000.0,-445000000.0,-203000000.0,-487000000.0,
MBIN,180533000.0,227104000.0,219721000.0,279234000.0,
MBIO,-60015000.0,-66370000.0,-77525000.0,-51602000.0,
MBOT,-9169000.0,-11313000.0,-13168000.0,-10740000.0,
MBUU,61562000.0,109841000.0,157632000.0,104513000.0,
MBWM,44138000.0,59021000.0,61063000.0,82217000.0,
MC,178831000.0,365213000.0,150345000.0,-24700000.0,
MCB,39466000.0,60555000.0,59425000.0,77268000.0,
MCBC,30165000.0,29014000.0,34731000.0,43224000.0,
MCD,4730500000.0,7545200000.0,6177400000.0,8468800000.0,
MCFT,-24047000.0,56170000.0,58214000.0,68937000.0,
MCHP,,349400000.0,1285500000.0,2237700000.0,
MCHX,-38446000.0,-4390000.0,-8245000.0,-9910000.0,
MCK,,-4539000000.0,1114000000.0,3560000000.0,
MCO,1778000000.0,2214000000.0,1374000000.0,0,
MCRB,-89127000.0,-65578000.0,-250157000.0,-113724000.0,
MCRI,23678000.0,68488000.0,87479000.0,82448000.0,
MCS,-124843000.0,-43293000.0,-11972000.0,14794000.0,
MCY,374607000.0,247937000.0,-512672000.0,96336000.0,
MD,-796488000.0,130964000.0,66335000.0,-60408000.0,
MDB,,-266944000.0,-306866000.0,-345398000.0,-176600000.0
MDC,367582000.0,573657000.0,562139000.0,401005000.0,
MDGL,-202244000.0,-241846000.0,-295350000.0,-373630000.0,
MDLZ,3555000000.0,4300000000.0,2717000000.0,4959000000.0,
MDRX,700407000.0,134438000.0,,,
MDT,,3606000000.0,5039000000.0,3758000000.0,
MDU,390205000.0,378131000.0,367489000.0,414707000.0,
MED,102859000.0,164031000.0,143568000.0,99415000.0,
MEDP,145384000.0,181848000.0,245368000.0,282810000.0,
MEI,,122300000.0,102200000.0,77100000.0,
MEIP,-47173000.0,-41314000.0,-54454000.0,-31838000.0,
MERC,-17235000.0,170988000.0,247039000.0,-242056000.0,
MESA,27464000.0,16588000.0,-182678000.0,-120116000.0,
MET,5407000000.0,6855000000.0,5284000000.0,1578000000.0,
MFA,-679390000.0,328870000.0,-231581000.0,80164000.0,
MG,-99461000.0,3860000.0,6499000.0,-17453000.0,
MGEE,92418000.0,105761000.0,110952000.0,117699000.0,
MGM,-1032724000.0,1254370000.0,1473093000.0,1142180000.0,
MGNX,-129739000.0,-202115000.0,-119758000.0,-9058000.0,
MGPI,40345000.0,91307000.0,109462000.0,107475000.0,
MGRC,101984000.0,89705000.0,115138000.0,174621000.0,
MGY,-1208390000.0,417282000.0,893837000.0,388301000.0,
MGYR,2190000.0,6120000.0,7919000.0,7709000.0,
MHH,9861000.0,12221000.0,8712000.0,-7138000.0,
MHK,515595000.0,1033159000.0,25247000.0,-439516000.0,
MHLD,41762000.0,26645000.0,-60041000.0,-38569000.0,
MHO,239874000.0,396868000.0,490662000.0,465365000.0,
MIDD,207294000.0,488492000.0,436569000.0,400882000.0,
MIND,,-20306000.0,-15085000.0,-8832000.0,
MITK,7814000.0,7978000.0,3694000.0,8027000.0,
MITT,-420919000.0,104186000.0,-53100000.0,53784000.0,
MKC,747400000.0,755300000.0,682000000.0,680600000.0,
MKL,816030000.0,2423135000.0,-216277000.0,1996060000.0,
MKSI,350000000.0,551000000.0,333000000.0,-1841000000.0,
MKTX,299377000.0,257888000.0,250224000.0,258055000.0,
MLAB,,3274000.0,1871000.0,930000.0,
MLI,139493000.0,468520000.0,658316000.0,602897000.0,
MLM,721000000.0,702500000.0,866800000.0,1168900000.0,
MLP,-2604000.0,-3420000.0,1787000.0,-3080000.0,
MLR,29830000.0,16255000.0,20346000.0,58291000.0,
MLSS,-7337273.0,-6818317.0,-8706131.0,-6929104.0,
MMC,2016000000.0,3143000000.0,3050000000.0,3756000000.0,
MMI,42838000.0,142470000.0,104225000.0,-34035000.0,
MMM,5449000000.0,5921000000.0,5777000000.0,-6995000000.0,
MMS,214509000.0,291200000.0,203828000.0,161792000.0,
MMSI,-9843000.0,48454000.0,74516000.0,94411000.0,
MNKD,-57240000.0,-80926000.0,-87400000.0,-11938000.0,
MNOV,-13853897.0,-10134252.0,-14069083.0,-8571516.0,
MNR,,138374000.0,516841000.0,137036000.0,
MNRO,,34319000.0,61568000.0,39048000.0,
MNST,1409594000.0,1377475000.0,1191624000.0,1630988000.0,
MNTX,-13610000.0,-4573000.0,-4901000.0,7356000.0,
MO,4467000000.0,2475000000.0,5764000000.0,8130000000.0,
MOD,,-210700000.0,85200000.0,153100000.0,
MODN,-13664000.0,-29737000.0,-28635000.0,-33922000.0,
MOFG,6623000.0,69486000.0,60835000.0,20859000.0,
MOH,673000000.0,659000000.0,792000000.0,1091000000.0,
MORN,223600000.0,193300000.0,70500000.0,141100000.0,
MOS,666100000.0,1630600000.0,3582800000.0,1164900000.0,
MOTS,-19257000.0,-19033000.0,-18597000.0,-12867000.0,
MOV,,-111518000.0,91599000.0,94528000.0,46711000.0
MPAA,,21476000.0,7361000.0,-4207000.0,
MPB,26209000.0,29319000.0,54806000.0,37397000.0,
MPC,-9826000000.0,9738000000.0,14516000000.0,9681000000.0,
MPW,431450000.0,656021000.0,902597000.0,-556476000.0,
MPWR,164375000.0,242023000.0,437672000.0,427374000.0,
MPX,19444000.0,29026000.0,40347000.0,41695000.0,
MRAM,-8512000.0,4343000.0,6129000.0,9052000.0,
MRC,-274000000.0,-14000000.0,75000000.0,114000000.0,
MRCY,85712000.0,62044000.0,11275000.0,-28335000.0,
MRIN,-14051000.0,-12944000.0,-18227000.0,-21917000.0,
MRK,7067000000.0,13049000000.0,14519000000.0,365000000.0,
MRKR,-28706070.0,-41878871.0,-29930694.0,-8236814.0,
MRNS,-67475000.0,-98776000.0,-19816000.0,-141405000.0,
MRO,-1451000000.0,946000000.0,3612000000.0,1554000000.0,
MRSN,-88045000.0,-170060000.0,-204212000.0,-171670000.0,
MRTN,69500000.0,85428000.0,110354000.0,70373000.0,
MRVL,,-277300000.0,-421000000.0,-163500000.0,-933400000.0
MS,10996000000.0,15034000000.0,11029000000.0,9087000000.0,
MSA,124077000.0,21340000.0,179630000.0,58583000.0,
MSBI,22537000.0,81317000.0,99025000.0,75460000.0,
MSCI,601822000.0,725983000.0,870573000.0,1148592000.0,
MSEX,38425000.0,36543000.0,42429000.0,31524000.0,
MSFT,44281000000.0,61271000000.0,72738000000.0,72361000000.0,
MSI,949000000.0,1245000000.0,1363000000.0,1709000000.0,
MSM,251117000.0,216907000.0,339786000.0,343233000.0,
MSN,,-3976000.0,-3626000.0,-1360000.0,
MSTR,-7524000.0,-535480000.0,-1469797000.0,429121000.0,
MTB,1353152000.0,1859000000.0,1992000000.0,2741000000.0,
MTCH,162329000.0,277723000.0,361946000.0,651539000.0,
MTD,602739000.0,768985000.0,872502000.0,788778000.0,
MTDR,-593205000.0,584968000.0,1214206000.0,846074000.0,
MTEM,-104916000.0,-83009000.0,-92718000.0,-8124000.0,
MTEX,6261000.0,9842000.0,-4490000.0,-2239000.0,
MTG,446093000.0,634983000.0,865349000.0,712949000.0,
MTH,423475000.0,737444000.0,992192000.0,738748000.0,
MTN,98833000.0,127850000.0,347923000.0,268148000.0,
MTNB,-22446838.0,-23283000.0,-20997000.0,-22942000.0,
MTRN,15462000.0,72474000.0,85990000.0,95702000.0,
MTRX,-33074000.0,-31224000.0,-63900000.0,-52361000.0,
MTSI,-46078000.0,37973000.0,439955000.0,91577000.0,
MTW,-19100000.0,11000000.0,-123600000.0,39200000.0,
MTX,112400000.0,164400000.0,122200000.0,84100000.0,
MTZ,322848000.0,328831000.0,33354000.0,-49949000.0,
MU,2687000000.0,5861000000.0,8687000000.0,-5833000000.0,
MUR,-1148777000.0,-73664000.0,965047000.0,661559000.0,
MUSA,386100000.0,396900000.0,672900000.0,556800000.0,
MUX,-152325000.0,-56712000.0,-81075000.0,55299000.0,
MVBF,37411000.0,39121000.0,15047000.0,31232000.0,
MVIS,-13634000.0,-43200000.0,-53091000.0,-82842000.0,
MWA,72000000.0,70400000.0,76600000.0,85500000.0,
MXL,-98593000.0,41969000.0,125040000.0,-73147000.0,
MYE,36769000.0,33538000.0,60267000.0,48867000.0,
MYGN,-199500000.0,-27200000.0,-112000000.0,-263300000.0,
MYRG,58759000.0,85010000.0,83381000.0,90990000.0,
NAII,-1645000.0,10768000.0,10712000.0,2522000.0,
NATH,,11075000.0,13596000.0,19623000.0,
NATR,21337000.0,28853000.0,-390000.0,15076000.0,
NAVB,-10721691.0,-11730927.0,-15177153.0,,
NAVI,412000000.0,717000000.0,645000000.0,228000000.0,
NBHC,88591000.0,93606000.0,71274000.0,142048000.0,
NBIX,407300000.0,89600000.0,154500000.0,249700000.0,
NBN,22737000.0,71503000.0,42163000.0,44187000.0,
NBR,-805641000.0,-569272000.0,-350261000.0,-11784000.0,
NBTB,104388000.0,154885000.0,151995000.0,118782000.0,
NBY,-11039000.0,-5824000.0,-10608000.0,-9640000.0,
NC,14793000.0,48125000.0,74158000.0,-39587000.0,
NCLH,-4012514000.0,-4506587000.0,-2269909000.0,166178000.0,
NCMI,-65400000.0,-48700000.0,-28700000.0,705200000.0,
NCSM,-57599000.0,-4734000.0,-1102000.0,-3153000.0,
NDAQ,933000000.0,1187000000.0,1125000000.0,1059000000.0,
NDLS,-23259000.0,3665000.0,-3314000.0,-9856000.0,
NDSN,249539000.0,454368000.0,513103000.0,487493000.0,
NE,-3978459000.0,,168948000.0,481902000.0,
NEE,2919000000.0,3573000000.0,4147000000.0,7310000000.0,
NEM,2829000000.0,1166000000.0,-429000000.0,-2494000000.0,
NEO,4172000.0,-8347000.0,-144250000.0,-87968000.0,
NEOG,59475000.0,60882000.0,48307000.0,-22870000.0,
NEON,-5605000.0,-6450000.0,-4883000.0,-10123000.0,
NERV,1940771.0,-49905952.0,-32108676.0,-30005353.0,
NEU,270568000.0,190908000.0,279538000.0,388864000.0,
NFBK,36988000.0,70654000.0,61119000.0,37669000.0,
NFG,-123772000.0,363647000.0,566021000.0,476866000.0,
NFLX,2761395000.0,5116228000.0,4491924000.0,5407990000.0,
NGS,1808000.0,-9183000.0,-569000.0,4747000.0,
NGVC,20009000.0,20581000.0,21365000.0,23243000.0,
NGVT,181400000.0,118100000.0,211600000.0,-5400000.0,
NHC,41871000.0,138590000.0,22445000.0,66798000.0,
NHI,185126000.0,111804000.0,66403000.0,135654000.0,
NHTC,843000.0,1085000.0,313000.0,568000.0,
NI,-17600000.0,584900000.0,804100000.0,714300000.0,
NICK,,8351000.0,2998000.0,-34119000.0,
NINE,-378948000.0,-64575000.0,14393000.0,-32213000.0,
NJR,163007000.0,117890000.0,274922000.0,264724000.0,
NKE,2539000000.0,5727000000.0,6046000000.0,5070000000.0,
NKSH,16077000.0,20382000.0,25932000.0,15691000.0,
NKTR,-444440000.0,-523837000.0,-368198000.0,-276056000.0,
NL,14680000.0,51188000.0,33844000.0,-2308000.0,
NLY,-891163000.0,2389896000.0,1725325000.0,-1643171000.0,
NMIH,171566000.0,231130000.0,292902000.0,322110000.0,
NMRK,80060000.0,750728000.0,83275000.0,42575000.0,
NNBR,-100592000.0,-13225000.0,-26098000.0,-50150000.0,
NNI,352443000.0,393286000.0,407347000.0,91532000.0,
NNN,228799000.0,290113000.0,334626000.0,392340000.0,
NNVC,-13446538.0,-8822189.0,-8106863.0,-8588573.0,
NOC,3189000000.0,7005000000.0,4896000000.0,2056000000.0,
NODK,40389000.0,8416000.0,-53096000.0,-5476000.0,
NOG,-906041000.0,6361000.0,773237000.0,922969000.0,
NOV,-2542000000.0,-250000000.0,155000000.0,993000000.0,
NOVT,44521000.0,50331000.0,74051000.0,72878000.0,
NOW,119000000.0,230000000.0,325000000.0,1731000000.0,
NPK,46958000.0,25654000.0,20699000.0,34559000.0,
NPO,177600000.0,177900000.0,205100000.0,22200000.0,
NR,-80696000.0,-25526000.0,-20834000.0,14516000.0,
NRC,37260000.0,37466000.0,31800000.0,30971000.0,
NRG,510000000.0,2187000000.0,1221000000.0,-202000000.0,
NRIM,32888000.0,37517000.0,30741000.0,25394000.0,
NSA,48609000.0,105253000.0,103737000.0,156669000.0,
NSC,2013000000.0,3005000000.0,3270000000.0,1827000000.0,
NSIT,172640000.0,219345000.0,280608000.0,281309000.0,
NSP,138237000.0,124080000.0,179350000.0,171382000.0,
NSSC,7795000.0,15413000.0,19599000.0,27127000.0,
NSTG,-110078000.0,-115254000.0,-159543000.0,,
NTAP,,730000000.0,937000000.0,1274000000.0,
NTCT,,19352000.0,35874000.0,59648000.0,
NTGR,58293000.0,49387000.0,-68987000.0,-104767000.0,
NTIC,-1337709.0,6281238.0,6324700.0,2912276.0,
NTIP,-1709000.0,14281000.0,-2326000.0,-1457000.0,
NTLA,-134231000.0,-267892000.0,-474186000.0,-481192000.0,
NTNX,-872883000.0,-1035589000.0,-798946000.0,-254560000.0,
NTRA,-229743000.0,-471716000.0,-547799000.0,-434801000.0,
NTRS,1209300000.0,1545300000.0,1336000000.0,1107300000.0,
NTWK,937081.0,1778257.0,-851156.0,-5243748.0,
NUE,721470000.0,6827461000.0,7607337000.0,4524801000.0,
NURO,-2092195.0,-2281457.0,-4416609.0,-6529487.0,
NUS,191355000.0,147266000.0,104778000.0,8595000.0,
NVAX,-418259000.0,-1743751000.0,-657939000.0,-545062000.0,
NVDA,,4332000000.0,9752000000.0,4368000000.0,29760000000.0
NVEC,,11694384.0,14507501.0,22694458.0,
NVEE,21018000.0,47147000.0,49973000.0,44613000.0,
NVFY,-26078325.0,-19962493.0,-17101671.0,-7723257.0,
NVR,901248000.0,1236719000.0,1725575000.0,1591611000.0,
NVRO,-83065000.0,-131360000.0,3001000.0,-92213000.0,
NVT,-47200000.0,272900000.0,399800000.0,567100000.0,
NWBI,74854000.0,154323000.0,133666000.0,134957000.0,
NWE,155215000.0,186840000.0,183008000.0,194131000.0,
NWFL,15080000.0,24915000.0,29233000.0,16759000.0,
NWL,-770000000.0,622000000.0,197000000.0,-388000000.0,
NWLI,92312000.0,252537000.0,246511000.0,94430000.0,
NWN,76781000.0,78666000.0,86303000.0,93868000.0,
NWPX,19050000.0,11523000.0,31149000.0,21072000.0,
NWS,-1269000000.0,330000000.0,623000000.0,149000000.0,
NWSA,-1269000000.0,330000000.0,623000000.0,149000000.0,
NX,38496000.0,56980000.0,88336000.0,82501000.0,
NXRT,44018000.0,23037000.0,-9260000.0,44264000.0,
NXST,811500000.0,834000000.0,971000000.0,346000000.0,
NYCB,511000000.0,596000000.0,650000000.0,-79000000.0,
NYMT,-288510000.0,193200000.0,-298605000.0,-48665000.0,
NYT,100103000.0,219971000.0,173905000.0,232387000.0,
O,395486000.0,359456000.0,869408000.0,872309000.0,
OC,-383000000.0,995000000.0,1241000000.0,1196000000.0,
OCC,-6121224.0,6610516.0,-347091.0,2066498.0,
OCFC,63309000.0,110076000.0,146603000.0,104029000.0,
OCN,-40200000.0,18100000.0,25700000.0,-63700000.0,
OCUL,-155636000.0,-6553000.0,-71038000.0,-80736000.0,
OCX,-29932000.0,-64097000.0,-72902000.0,-27781000.0,
ODC,18900000.0,11113000.0,5674000.0,29551000.0,
ODFL,672682000.0,1034375000.0,1377159000.0,1239502000.0,
ODP,-319000000.0,-208000000.0,166000000.0,139000000.0,
OESX,,26134000.0,6091000.0,-34341000.0,
OFED,3864000.0,4065000.0,4099000.0,,
OFG,74327000.0,146151000.0,166239000.0,181872000.0,
OFIX,2517000.0,-38379000.0,-19749000.0,-151395000.0,
OFLX,19910000.0,26195000.0,23622000.0,20763000.0,
OGE,-173700000.0,737300000.0,665700000.0,416800000.0,
OGEN,-26430699.0,-15711614.0,-14288389.0,,
OGS,196412000.0,206434000.0,221742000.0,231232000.0,
OHI,159327000.0,416739000.0,426927000.0,242180000.0,
OI,249000000.0,149000000.0,584000000.0,-103000000.0,
OII,-496751000.0,-49307000.0,25941000.0,97403000.0,
OIS,-468383000.0,-63993000.0,-9540000.0,12891000.0,
OKE,612809000.0,1500000000.0,1722000000.0,2659000000.0,
OKTA,,-266000000.0,-848000000.0,-815000000.0,-355000000.0
OLED,133372000.0,184213000.0,210061000.0,203011000.0,
OLLI,,242696000.0,157455000.0,102790000.0,181439000.0
OLN,-969900000.0,1296700000.0,1326900000.0,460200000.0,
OLP,27407000.0,38857000.0,42177000.0,29614000.0,
OMC,951200000.0,1395600000.0,1299400000.0,1303300000.0,
OMCL,32194000.0,77849000.0,5648000.0,-20371000.0,
OMER,-138061000.0,194235000.0,47417000.0,,
OMEX,-14812156.0,-9956395.0,-23140750.0,,
OMF,730000000.0,1314000000.0,872000000.0,641000000.0,
OMI,29871000.0,221589000.0,22389000.0,-41301000.0,
ON,234200000.0,1009600000.0,1902200000.0,2183700000.0,
ONB,226409000.0,277538000.0,428287000.0,581992000.0,
ONTX,-25157000.0,-16163000.0,-18964000.0,-18948000.0,
ONVO,,-16826000.0,-11448000.0,-17259000.0,
OOMA,,-2441000.0,-1751000.0,-3655000.0,
OPGN,-26210844.0,-34805712.0,-37283233.0,,
OPI,6678000.0,-8180000.0,-6109000.0,-69432000.0,
OPK,30586000.0,-30143000.0,-328405000.0,-188863000.0,
OPOF,5389000.0,8440000.0,9108000.0,7730000.0,
OPRX,-2207127.0,378079.0,-11438440.0,-17565866.0,
OPTN,-99785000.0,-82296000.0,-74833000.0,-35483000.0,
OPTT,,-14760000.0,-18874000.0,-26326000.0,
OPY,122986000.0,158964000.0,32351000.0,30179000.0,
ORA,85456000.0,62092000.0,65841000.0,124399000.0,
ORC,2128000.0,-64760000.0,-258453000.0,-39226000.0,
ORCL,10135000000.0,13746000000.0,6717000000.0,8503000000.0,
ORGO,17234000.0,94202000.0,15532000.0,4945000.0,
ORI,558600000.0,1534300000.0,686400000.0,598600000.0,
ORLY,1752302000.0,2164685000.0,2172650000.0,2346581000.0,
ORN,20220000.0,-14560000.0,-12612000.0,-17875000.0,
ORRF,26463000.0,32881000.0,22037000.0,35663000.0,
OSBC,27825000.0,20044000.0,67405000.0,91729000.0,
OSG,30004000.0,-46252000.0,26564000.0,62454000.0,
OSIS,75252000.0,74049000.0,115347000.0,91778000.0,
OSK,321500000.0,508900000.0,173900000.0,598000000.0,
OSPN,-5455000.0,-30584000.0,-14434000.0,-29799000.0,
OSUR,-14922000.0,-22998000.0,-17133000.0,53655000.0,
OTTR,95851000.0,176769000.0,284184000.0,294191000.0,
OUT,-61000000.0,35600000.0,147900000.0,-430400000.0,
OVBC,10259000.0,11732000.0,13338000.0,12631000.0,
OVLY,13687000.0,16337000.0,22902000.0,30848000.0,
OXM,,-95692000.0,131321000.0,165735000.0,60703000.0
OXY,-14831000000.0,2322000000.0,13304000000.0,4696000000.0,
OZK,291898000.0,579001000.0,564141000.0,690783000.0,
PACB,29403000.0,-181223000.0,-314248000.0,-306735000.0,
PAG,543600000.0,1187800000.0,1380000000.0,1053200000.0,
PAHC,33552000.0,54385000.0,49175000.0,32606000.0,
PANL,11352180.0,67226833.0,79491413.0,26323300.0,
PANW,-267000000.0,-498900000.0,-267000000.0,439700000.0,
PAR,-36562000.0,-75799000.0,-69319000.0,-69752000.0,
PARR,-409086000.0,-81297000.0,364189000.0,728642000.0,
PATK,97061000.0,224915000.0,328196000.0,142897000.0,
PAYC,143453000.0,195960000.0,281389000.0,340788000.0,
PAYX,1098100000.0,1097500000.0,1392800000.0,1557300000.0,
PB,528904000.0,519297000.0,524516000.0,419316000.0,
PBF,-1392400000.0,231000000.0,2876800000.0,2140500000.0,
PBH,,164682000.0,205381000.0,-82306000.0,
PBHC,6950000.0,12407000.0,12932000.0,9293000.0,
PBI,-180376000.0,-1351000.0,36940000.0,-385627000.0,
PBPB,-65391000.0,-23784000.0,4345000.0,5119000.0,
PBYI,-59995000.0,-29126000.0,2000.0,21591000.0,
PCAR,1301200000.0,1865500000.0,3011600000.0,4600800000.0,
PCH,166830000.0,423860000.0,333900000.0,62101000.0,
PCRX,145523000.0,41980000.0,15909000.0,41955000.0,
PCTY,64455000.0,70819000.0,90777000.0,140822000.0,
PCYO,6750000.0,20110000.0,9619000.0,4699000.0,
PD,,-68903000.0,-107455000.0,-128423000.0,-75189000.0
PDCO,,155981000.0,203210000.0,207557000.0,
PDEX,6112000.0,6170000.0,4572000.0,7074000.0,
PDFS,-40363000.0,-21488000.0,-3429000.0,3105000.0,
PDLB,3853000.0,25415000.0,-30001000.0,3352000.0,
PDM,232688000.0,-1153000.0,146830000.0,-48387000.0,
PEB,-391729000.0,-184858000.0,-87171000.0,-78017000.0,
PEBK,11357000.0,15133000.0,16123000.0,15546000.0,
PEBO,34767000.0,47555000.0,101292000.0,113363000.0,
PED,-32690000.0,-1299000.0,2844000.0,264000.0,
PEG,1905000000.0,-648000000.0,1031000000.0,2563000000.0,
PEGA,-61373000.0,-63040000.0,-345582000.0,67808000.0,
PEN,-15702000.0,5284000.0,-2002000.0,90954000.0,
PENN,-669500000.0,420800000.0,222100000.0,-490000000.0,
PEP,7120000000.0,7618000000.0,8910000000.0,9074000000.0,
PESI,2860000.0,835000.0,-3816000.0,485000.0,
PETQ,-82655000.0,-15967000.0,-48208000.0,2131000.0,
PETS,,30603000.0,21100000.0,233000.0,
PFBC,69468000.0,95240000.0,128845000.0,,
PFE,9159000000.0,21979000000.0,31372000000.0,2119000000.0,
PFG,1395800000.0,1580200000.0,4756900000.0,623200000.0,
PFGC,-114100000.0,40700000.0,112500000.0,397200000.0,
PFIE,-2175597.0,-1051543.0,3947760.0,10776714.0,
PFIS,29354000.0,43519000.0,38090000.0,27380000.0,
PFMT,-13989000.0,-10288000.0,-6537000.0,-7519000.0,
PFS,96951000.0,167921000.0,175648000.0,128398000.0,
PG,13027000000.0,14306000000.0,14742000000.0,14653000000.0,
PGC,26192000.0,56622000.0,74246000.0,48854000.0,
PGR,5704600000.0,3350900000.0,721500000.0,3902400000.0,
PGRE,-24704000.0,-20354000.0,-36403000.0,-259744000.0,
PGTI,45108000.0,32878000.0,96882000.0,109038000.0,
PH,1201970000.0,1746100000.0,1315605000.0,2082936000.0,
PHIO,-8794000.0,-13287000.0,-11480000.0,-10826000.0,
PHM,1406839000.0,1946320000.0,2617317000.0,2602372000.0,
PHX,-23952037.0,-6217237.0,20409272.0,13920800.0,
