Ticker,2020_NI,2021_NI,2022_NI,2023_NI,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow
CPF,37273000.0,79894000.0,73928000.0,58669000.0,42621000.0,-5966000.0,-15259000.0
CPHC,1062014.0,11798153.0,7512946.0,10563249.0,10736139.0,-4285207.0,3050303.0
CPIX,-3339408.0,-3507587.0,-5570241.0,-6279320.0,-168179.0,-2062654.0,-709079.0
CPK,71498000.0,83466000.0,89796000.0,87212000.0,11968000.0,6330000.0,-2584000.0
CPRI,,-62000000.0,822000000.0,616000000.0,,884000000.0,-206000000.0
CPRT,699907000.0,936495000.0,1090130000.0,1237741000.0,236588000.0,153635000.0,147611000.0
CPRX,74983000.0,39482000.0,83079000.0,71410000.0,-35501000.0,43597000.0,-11669000.0
CPS,-267605000.0,-322835000.0,-215384000.0,-201985000.0,-55230000.0,107451000.0,13399000.0
CPSH,908064.0,3215877.0,2131400.0,1370296.0,2307813.0,-1084477.0,-761104.0
CPSI,14246000.0,18430000.0,15867000.0,-45789000.0,4184000.0,-2563000.0,-61656000.0
CPSS,21677000.0,47524000.0,85983000.0,45343000.0,25847000.0,38459000.0,-40640000.0
CPT,123911000.0,303907000.0,653613000.0,403309000.0,179996000.0,349706000.0,-250304000.0
CR,181000000.0,435400000.0,401100000.0,255900000.0,254400000.0,-34300000.0,-145200000.0
CRAI,24507000.0,41679000.0,43619000.0,38481000.0,17172000.0,1940000.0,-5138000.0
CRBP,-111269380.0,-45640426.0,-42346903.0,-44603316.0,65628954.0,3293523.0,-2256413.0
CRC,0.0,612000000.0,524000000.0,564000000.0,612000000.0,-88000000.0,40000000.0
CRI,109717000.0,339748000.0,250038000.0,232500000.0,230031000.0,-89710000.0,-17538000.0
CRIS,-29908000.0,-45436000.0,-56672000.0,-47413000.0,-15528000.0,-11236000.0,9259000.0
CRK,-52417000.0,-241725000.0,1140882000.0,211894000.0,-189308000.0,1382607000.0,-928988000.0
CRL,364304000.0,390982000.0,486226000.0,474624000.0,26678000.0,95244000.0,-11602000.0
CRM,,4072000000.0,1444000000.0,208000000.0,,-2628000000.0,-1236000000.0
CRMD,-22027683.0,-28210226.0,-29701705.0,-46339227.0,-6182543.0,-1491479.0,-16637522.0
CRMT,,104820000.0,95014000.0,20432000.0,,-9806000.0,-74582000.0
CRNX,-73812000.0,-107641000.0,-163918000.0,-214529000.0,-33829000.0,-56277000.0,-50611000.0
CROX,312861000.0,725694000.0,540159000.0,792566000.0,412833000.0,-185535000.0,252407000.0
CRS,1500000.0,-229600000.0,-49100000.0,56400000.0,-231100000.0,180500000.0,105500000.0
CRUS,,217344000.0,326355000.0,176703000.0,,109011000.0,-149652000.0
CRVL,,46356000.0,66410000.0,66365000.0,,20054000.0,-45000.0
CRVS,-5995000.0,-43241000.0,-41307000.0,-27029000.0,-37246000.0,1934000.0,14278000.0
CRWS,,6081000.0,9918000.0,5650000.0,,3837000.0,-4268000.0
CSCO,11214000000.0,10591000000.0,11812000000.0,12613000000.0,-623000000.0,1221000000.0,801000000.0
CSGP,227128000.0,292600000.0,369500000.0,374700000.0,65472000.0,76900000.0,5200000.0
CSGS,58711000.0,72331000.0,44060000.0,66246000.0,13620000.0,-28271000.0,22186000.0
CSL,320100000.0,421700000.0,924000000.0,767400000.0,101600000.0,502300000.0,-156600000.0
CSPI,-1446000.0,699000.0,1889000.0,5204000.0,2145000.0,1190000.0,3315000.0
CSTR,24696000.0,48677000.0,39017000.0,29804000.0,23981000.0,-9660000.0,-9213000.0
CSV,16090000.0,33159000.0,41381000.0,33413000.0,17069000.0,8222000.0,-7968000.0
CSWI,,40099000.0,66385000.0,96435000.0,,26286000.0,30050000.0
CSX,2765000000.0,3781000000.0,4166000000.0,3715000000.0,1016000000.0,385000000.0,-451000000.0
CTAS,876037000.0,1110968000.0,1235757000.0,1348010000.0,234931000.0,124789000.0,112253000.0
CTBI,59504000.0,87939000.0,81814000.0,78004000.0,28435000.0,-6125000.0,-3810000.0
CTHR,-6162083.0,12810766.0,2373915.0,-19580794.0,18972849.0,-10436851.0,-21954709.0
CTLT,221000000.0,585000000.0,499000000.0,-256000000.0,364000000.0,-86000000.0,-755000000.0
CTMX,-64820000.0,-115870000.0,-99317000.0,-569000.0,-51050000.0,16553000.0,98748000.0
CTO,78509000.0,29940000.0,3158000.0,5530000.0,-48569000.0,-26782000.0,2372000.0
CTRE,80867000.0,71982000.0,-7506000.0,53735000.0,-8885000.0,-79488000.0,61241000.0
CTRN,,23978000.0,62240000.0,58892000.0,,38262000.0,-3348000.0
CTS,34686000.0,-41866000.0,59575000.0,60532000.0,-76552000.0,101441000.0,957000.0
CTSH,1392000000.0,2137000000.0,2290000000.0,2126000000.0,745000000.0,153000000.0,-164000000.0
CTSO,-7837188.0,-24558648.0,-32812583.0,-28507394.0,-16721460.0,-8253935.0,4305189.0
CUBE,165621000.0,223482000.0,291263000.0,410757000.0,57861000.0,67781000.0,119494000.0
CUBI,132578000.0,314647000.0,228034000.0,250143000.0,182069000.0,-86613000.0,22109000.0
CUE,-44784921.0,-44161175.0,-53010000.0,-50733000.0,623746.0,-8848825.0,2277000.0
CULP,,3218000.0,-3211000.0,-31520000.0,,-6429000.0,-28309000.0
CURO,75733000.0,59334000.0,-185484000.0,,-16399000.0,-244818000.0,
CUTR,-23877000.0,2062000.0,-82340000.0,,25939000.0,-84402000.0,
CUZ,237278000.0,278586000.0,166793000.0,82963000.0,41308000.0,-111793000.0,-83830000.0
CVBF,177159000.0,212521000.0,235425000.0,221435000.0,35362000.0,22904000.0,-13990000.0
CVCO,,76646000.0,197699000.0,240554000.0,,121053000.0,42855000.0
CVCY,20347000.0,28401000.0,26645000.0,25536000.0,8054000.0,-1756000.0,-1109000.0
CVGI,-37049000.0,23732000.0,-21971000.0,49411000.0,60781000.0,-45703000.0,71382000.0
CVGW,-13625000.0,-11818000.0,-6249000.0,-8344000.0,1807000.0,5569000.0,-2095000.0
CVI,-256000000.0,25000000.0,463000000.0,769000000.0,281000000.0,438000000.0,306000000.0
CVLT,,-30954000.0,33624000.0,-35774000.0,,64578000.0,-69398000.0
CVLY,8442000.0,14659000.0,20092000.0,24973000.0,6217000.0,5433000.0,4881000.0
CVM,-30255244.0,-36361109.0,-36700681.0,-32194303.0,-6105865.0,-339572.0,4506378.0
CVNA,-171000000.0,-135000000.0,-1587000000.0,450000000.0,36000000.0,-1452000000.0,2037000000.0
CVR,50450.0,1113472.0,2867629.0,-4401584.0,1063022.0,1754157.0,-7269213.0
CVS,7179000000.0,8001000000.0,4311000000.0,8344000000.0,822000000.0,-3690000000.0,4033000000.0
CVU,-3654753.0,6820373.0,9176225.0,17201204.0,10475126.0,2355852.0,8024979.0
CVV,-6074952.0,4747000.0,-224000.0,-4180000.0,10821952.0,-4971000.0,-3956000.0
CVX,-5543000000.0,15625000000.0,35465000000.0,21369000000.0,21168000000.0,19840000000.0,-14096000000.0
CW,201392000.0,262829000.0,294348000.0,354509000.0,61437000.0,31519000.0,60161000.0
CWBC,20347000.0,28401000.0,26645000.0,25536000.0,8054000.0,-1756000.0,-1109000.0
CWBR,-16264961.0,-15475776.0,-12175208.0,,789185.0,3300568.0,
CWEN,25000000.0,51000000.0,582000000.0,79000000.0,26000000.0,531000000.0,-503000000.0
CWH,122345000.0,278461000.0,136947000.0,31044000.0,156116000.0,-141514000.0,-105903000.0
CWST,91106000.0,41100000.0,53079000.0,25399000.0,-50006000.0,11979000.0,-27680000.0
CWT,96831000.0,101125000.0,96011000.0,51911000.0,4294000.0,-5114000.0,-44100000.0
CXW,55338000.0,-51896000.0,122320000.0,67590000.0,-107234000.0,174216000.0,-54730000.0
CYAN,,920000.0,2154000.0,-3440000.0,,1234000.0,-5594000.0
CYCC,-8445000.0,-18457000.0,-21198000.0,-22555000.0,-10012000.0,-2741000.0,-1357000.0
CYH,511000000.0,230000000.0,46000000.0,-133000000.0,-281000000.0,-184000000.0,-179000000.0
CYRX,-32693000.0,-275528000.0,-37333000.0,-99587000.0,-242835000.0,238195000.0,-62254000.0
CYTK,-127290000.0,-215314000.0,-388955000.0,-526244000.0,-88024000.0,-173641000.0,-137289000.0
CZNC,19222000.0,30554000.0,26618000.0,24148000.0,11332000.0,-3936000.0,-2470000.0
CZR,-1757000000.0,-1019000000.0,-899000000.0,786000000.0,738000000.0,120000000.0,1685000000.0
CZWI,12725000.0,21266000.0,17761000.0,13059000.0,8541000.0,-3505000.0,-4702000.0
D,-401000000.0,3399000000.0,1321000000.0,1994000000.0,3800000000.0,-2078000000.0,673000000.0
DAIO,-3964000.0,-555000.0,-1120000.0,486000.0,3409000.0,-565000.0,1606000.0
DAKT,,10926000.0,592000.0,6802000.0,,-10334000.0,6210000.0
DAL,-12385000000.0,280000000.0,1318000000.0,4609000000.0,12665000000.0,1038000000.0,3291000000.0
DAN,-31000000.0,197000000.0,-242000000.0,38000000.0,228000000.0,-439000000.0,280000000.0
DAR,296819000.0,650914000.0,737690000.0,647726000.0,354095000.0,86776000.0,-89964000.0
DARE,-27400743.0,-38696105.0,-30947738.0,-30161391.0,-11295362.0,7748367.0,786347.0
DBD,-269100000.0,-78800000.0,-581400000.0,,190300000.0,-502600000.0,
DBI,,-488719000.0,154481000.0,162676000.0,,643200000.0,8195000.0
DBX,-256300000.0,335800000.0,553200000.0,453600000.0,592100000.0,217400000.0,-99600000.0
DCI,257000000.0,286900000.0,332800000.0,358800000.0,29900000.0,45900000.0,26000000.0
DCO,29174000.0,135536000.0,28789000.0,15928000.0,106362000.0,-106747000.0,-12861000.0
DCOM,42318000.0,103996000.0,152556000.0,96094000.0,61678000.0,48560000.0,-56462000.0
DCPH,-266489000.0,-299964000.0,-178931000.0,-194942000.0,-33475000.0,121033000.0,-16011000.0
DD,-2951000000.0,6467000000.0,5868000000.0,423000000.0,9418000000.0,-599000000.0,-5445000000.0
DDD,-149594000.0,322052000.0,-122711000.0,,471646000.0,-444763000.0,
DDS,,-71654000.0,862473000.0,891637000.0,,934127000.0,29164000.0
DE,2751000000.0,5963000000.0,7131000000.0,10166000000.0,3212000000.0,1168000000.0,3035000000.0
DEA,11961000.0,30058000.0,31474000.0,18804000.0,18097000.0,1416000.0,-12670000.0
DECK,,382575000.0,451949000.0,516822000.0,,69374000.0,64873000.0
DEI,50421000.0,65267000.0,97145000.0,-42706000.0,14846000.0,31878000.0,-139851000.0
DELL,,3250000000.0,5563000000.0,2442000000.0,,2313000000.0,-3121000000.0
DENN,-5116000.0,78073000.0,74712000.0,19945000.0,83189000.0,-3361000.0,-54767000.0
DFIN,-25900000.0,145900000.0,102500000.0,82200000.0,171800000.0,-43400000.0,-20300000.0
DFS,1141000000.0,5422000000.0,4374000000.0,2940000000.0,4281000000.0,-1048000000.0,-1434000000.0
DG,,2655050000.0,2399232000.0,2415989000.0,,-255818000.0,16757000.0
DGICA,52815252.0,25254174.0,-1959405.0,4425504.0,-27561078.0,-27213579.0,6384909.0
DGII,8411000.0,10366000.0,19383000.0,24770000.0,1955000.0,9017000.0,5387000.0
DGLY,-2625881.0,25474508.0,-19281691.0,-25688547.0,28100389.0,-44756199.0,-6406856.0
DGX,1431000000.0,1995000000.0,946000000.0,854000000.0,564000000.0,-1049000000.0,-92000000.0
DHI,2373700000.0,4175800000.0,5857500000.0,4745700000.0,1802100000.0,1681700000.0,-1111800000.0
DHIL,38660545.0,74200609.0,40434107.0,42226422.0,35540064.0,-33766502.0,1792315.0
DHR,3646000000.0,6433000000.0,7209000000.0,4764000000.0,2787000000.0,776000000.0,-2445000000.0
DHX,-30015000.0,-29742000.0,4176000.0,3491000.0,273000.0,33918000.0,-685000.0
DIN,-103994000.0,97864000.0,81111000.0,97176000.0,201858000.0,-16753000.0,16065000.0
DIOD,98088000.0,228763000.0,331283000.0,227182000.0,130675000.0,102520000.0,-104101000.0
DIS,-2864000000.0,1995000000.0,3145000000.0,2354000000.0,4859000000.0,1150000000.0,-791000000.0
DIT,5542590.0,15545265.0,16672257.0,11596393.0,10002675.0,1126992.0,-5075864.0
DJCO,4041000.0,112900000.0,-75624000.0,21452000.0,108859000.0,-188524000.0,97076000.0
DK,-611400000.0,-128300000.0,257100000.0,19800000.0,483100000.0,385400000.0,-237300000.0
DKS,,530251000.0,1519871000.0,1043138000.0,,989620000.0,-476733000.0
DLA,-10577000.0,20296000.0,19740000.0,-33213000.0,30873000.0,-556000.0,-52953000.0
DLB,231363000.0,310227000.0,184087000.0,200656000.0,78864000.0,-126140000.0,16569000.0
DLHC,7114000.0,10145000.0,23288000.0,1461000.0,3031000.0,13143000.0,-21827000.0
DLR,356398000.0,1709259000.0,377684000.0,948838000.0,1352861000.0,-1331575000.0,571154000.0
DLTH,,13577000.0,29702000.0,2304000.0,,16125000.0,-27398000.0
DLTR,,1341900000.0,1327900000.0,1615400000.0,,-14000000.0,287500000.0
DLX,5244000.0,62633000.0,65395000.0,26120000.0,57389000.0,2762000.0,-39275000.0
DMRC,-32537000.0,-34759000.0,-59798000.0,-45959000.0,-2222000.0,-25039000.0,13839000.0
DNLI,71136000.0,-290581000.0,-325991000.0,-145224000.0,-361717000.0,-35410000.0,180767000.0
DNOW,-427000000.0,5000000.0,128000000.0,247000000.0,432000000.0,123000000.0,119000000.0
DOC,413563000.0,505540000.0,500449000.0,306009000.0,91977000.0,-5091000.0,-194440000.0
DOCU,,-243267000.0,-69976000.0,-97454000.0,,173291000.0,-27478000.0
DOMO,,-84634000.0,-102111000.0,-105551000.0,,-17477000.0,-3440000.0
DOOR,69037000.0,94501000.0,214233000.0,118227000.0,25464000.0,119732000.0,-96006000.0
DORM,106870000.0,131532000.0,121549000.0,129259000.0,24662000.0,-9983000.0,7710000.0
DOV,683451000.0,1123818000.0,1065376000.0,1056828000.0,440367000.0,-58442000.0,-8548000.0
DOW,1225000000.0,6311000000.0,4582000000.0,589000000.0,5086000000.0,-1729000000.0,-3993000000.0
DPZ,491296000.0,510467000.0,452263000.0,519118000.0,19171000.0,-58204000.0,66855000.0
DRH,-394375000.0,-194584000.0,109328000.0,86340000.0,199791000.0,303912000.0,-22988000.0
DRI,-52400000.0,629300000.0,952800000.0,981900000.0,681700000.0,323500000.0,29100000.0
DRQ,-30768000.0,-128493000.0,-1624000.0,604000.0,-97725000.0,126869000.0,2228000.0
DRRX,-582000.0,-36265000.0,-35333000.0,-27624000.0,-35683000.0,932000.0,7709000.0
DSKE,4100000.0,56000000.0,50200000.0,-17700000.0,51900000.0,-5800000.0,-67900000.0
DSS,1899000.0,-33119000.0,-59840000.0,-80606000.0,-35018000.0,-26721000.0,-20766000.0
DTE,1368000000.0,907000000.0,1083000000.0,1397000000.0,-461000000.0,176000000.0,314000000.0
DUK,1377000000.0,3908000000.0,2550000000.0,2841000000.0,2531000000.0,-1358000000.0,291000000.0
DVA,773642000.0,978450000.0,560400000.0,691535000.0,204808000.0,-418050000.0,131135000.0
DVAX,-75240000.0,76713000.0,293156000.0,-6389000.0,151953000.0,216443000.0,-299545000.0
DVN,-2680000000.0,2813000000.0,6015000000.0,3747000000.0,5493000000.0,3202000000.0,-2268000000.0
DWSN,-13196000.0,-29091000.0,-20451000.0,,-15895000.0,8640000.0,
DX,177530000.0,102261000.0,143161000.0,-6130000.0,-75269000.0,40900000.0,-149291000.0
DXC,,-149000000.0,718000000.0,-568000000.0,,867000000.0,-1286000000.0
DXCM,493600000.0,216900000.0,341200000.0,541500000.0,-276700000.0,124300000.0,200300000.0
DXLG,,-64538000.0,56713000.0,89123000.0,,121251000.0,32410000.0
DXPE,-29269000.0,16496000.0,48155000.0,68812000.0,45765000.0,31659000.0,20657000.0
DXYN,-9208000.0,1616000.0,-35079000.0,-2718000.0,10824000.0,-36695000.0,32361000.0
DY,,34337000.0,48574000.0,142213000.0,,14237000.0,93639000.0
DZSI,-23082000.0,-34683000.0,-37431000.0,,-11601000.0,-2748000.0,
EA,,837000000.0,789000000.0,802000000.0,,-48000000.0,13000000.0
EAF,434374000.0,388330000.0,382962000.0,0.0,-46044000.0,-5368000.0,-382962000.0
EARN,20112000.0,-6309000.0,-30198000.0,4559000.0,-26421000.0,-23889000.0,34757000.0
EAT,24400000.0,131600000.0,117600000.0,102600000.0,107200000.0,-14000000.0,-15000000.0
EB,-224718000.0,-139080000.0,-55384000.0,-26479000.0,85638000.0,83696000.0,28905000.0
EBAY,5667000000.0,13608000000.0,-1269000000.0,2767000000.0,7941000000.0,-14877000000.0,4036000000.0
EBF,,24094000.0,28982000.0,47300000.0,,4888000.0,18318000.0
EBMT,21206000.0,14419000.0,10701000.0,10056000.0,-6787000.0,-3718000.0,-645000.0
EBS,305800000.0,219500000.0,-211600000.0,-760500000.0,-86300000.0,-431100000.0,-548900000.0
EBTC,31456000.0,42171000.0,42716000.0,38058000.0,10715000.0,545000.0,-4658000.0
ECL,-1205100000.0,1129900000.0,1091700000.0,1372300000.0,2335000000.0,-38200000.0,280600000.0
ECPG,211848000.0,350782000.0,194564000.0,-206492000.0,138934000.0,-156218000.0,-401056000.0
ED,1101000000.0,1346000000.0,1660000000.0,2519000000.0,245000000.0,314000000.0,859000000.0
EDIT,-115976000.0,-192502000.0,-220432000.0,-153219000.0,-76526000.0,-27930000.0,67213000.0
EDUC,,12624000.0,8306800.0,-2504900.0,,-4317200.0,-10811700.0
EE,38753000.0,41118000.0,26273000.0,30412000.0,2365000.0,-14845000.0,4139000.0
EEFT,-3399000.0,70700000.0,231000000.0,279700000.0,74099000.0,160300000.0,48700000.0
EEX,-633600000.0,-79700000.0,130800000.0,-8200000.0,553900000.0,210500000.0,-139000000.0
EFC,25008000.0,133463000.0,-70047000.0,84084000.0,108455000.0,-203510000.0,154131000.0
EFOI,-5981000.0,-7886000.0,-10279000.0,-4293000.0,-1905000.0,-2393000.0,5986000.0
EFSC,74384000.0,133055000.0,203043000.0,194059000.0,58671000.0,69988000.0,-8984000.0
EFX,520100000.0,744200000.0,696200000.0,545300000.0,224100000.0,-48000000.0,-150900000.0
EGAN,7208000.0,6959000.0,-2441000.0,2109000.0,-249000.0,-9400000.0,4550000.0
EGBN,132217000.0,176691000.0,140930000.0,100534000.0,44474000.0,-35761000.0,-40396000.0
EGHT,,-165585000.0,-175383000.0,-73143000.0,,-9798000.0,102240000.0
EGLE,-35063000.0,184898000.0,248009000.0,22728000.0,219961000.0,63111000.0,-225281000.0
EGP,108363000.0,157557000.0,186182000.0,200491000.0,49194000.0,28625000.0,14309000.0
EGRX,11989000.0,-8627000.0,35642000.0,,-20616000.0,44269000.0,
EGY,-48181000.0,81836000.0,51890000.0,60354000.0,130017000.0,-29946000.0,8464000.0
EHC,284200000.0,412200000.0,271000000.0,352000000.0,128000000.0,-141200000.0,81000000.0
EHTH,45450000.0,-104375000.0,-88722000.0,-28214000.0,-149825000.0,15653000.0,60508000.0
EIG,119800000.0,119300000.0,48400000.0,118100000.0,-500000.0,-70900000.0,69700000.0
EIGR,-65051000.0,-33917000.0,-96776000.0,-74963000.0,31134000.0,-62859000.0,21813000.0
EIX,871000000.0,925000000.0,824000000.0,1407000000.0,54000000.0,-101000000.0,583000000.0
EKSO,-15825000.0,-9764000.0,-15080000.0,-15198000.0,6061000.0,-5316000.0,-118000.0
EL,684000000.0,2870000000.0,2390000000.0,1006000000.0,2186000000.0,-480000000.0,-1384000000.0
ELAN,-574000000.0,-483000000.0,-78000000.0,-1231000000.0,91000000.0,405000000.0,-1153000000.0
ELF,,6232000.0,21770000.0,61530000.0,,15538000.0,39760000.0
ELMD,4161000.0,2362000.0,2305000.0,3166000.0,-1799000.0,-57000.0,861000.0
ELOX,-34577000.0,-66727000.0,-36065000.0,,-32150000.0,30662000.0,
ELS,228284000.0,262478000.0,284627000.0,314207000.0,34194000.0,22149000.0,29580000.0
ELSE,-124000.0,410000.0,100000.0,275000.0,534000.0,-310000.0,175000.0
EME,132943000.0,383532000.0,406122000.0,632994000.0,250589000.0,22590000.0,226872000.0
EMKR,-7000000.0,25643000.0,-24333000.0,-75359000.0,32643000.0,-49976000.0,-51026000.0
EML,5405522.0,9349171.0,12301918.0,8585002.0,3943649.0,2952747.0,-3716916.0
EMN,478000000.0,857000000.0,793000000.0,894000000.0,379000000.0,-64000000.0,101000000.0
EMR,1965000000.0,2303000000.0,3231000000.0,13219000000.0,338000000.0,928000000.0,9988000000.0
ENG,-625000.0,-5685000.0,-18514000.0,-15153000.0,-5060000.0,-12829000.0,3361000.0
ENPH,133995000.0,145449000.0,397362000.0,438936000.0,11454000.0,251913000.0,41574000.0
ENR,-93300000.0,160900000.0,-231500000.0,140500000.0,254200000.0,-392400000.0,372000000.0
ENS,,143374000.0,143911000.0,175810000.0,,537000.0,31899000.0
ENSG,170478000.0,194652000.0,224681000.0,209399000.0,24174000.0,30029000.0,-15282000.0
ENSV,-2509000.0,-8052000.0,-5575000.0,-8517000.0,-5543000.0,2477000.0,-2942000.0
ENTA,-36168000.0,-78996000.0,-121755000.0,-133816000.0,-42828000.0,-42759000.0,-12061000.0
ENTG,294969000.0,409126000.0,208920000.0,180669000.0,114157000.0,-200206000.0,-28251000.0
ENV,-3110000.0,13296000.0,-80939000.0,-238724000.0,16406000.0,-94235000.0,-157785000.0
ENVA,377844000.0,256295000.0,207424000.0,175121000.0,-121549000.0,-48871000.0,-32303000.0
ENZ,-28520000.0,7875000.0,-18261000.0,20288000.0,36395000.0,-26136000.0,38549000.0
EOG,-605000000.0,4664000000.0,7759000000.0,7594000000.0,5269000000.0,3095000000.0,-165000000.0
EOLS,-163013000.0,-46810000.0,-74412000.0,-61685000.0,116203000.0,-27602000.0,12727000.0
EPAM,327160000.0,481652000.0,419416000.0,417083000.0,154492000.0,-62236000.0,-2333000.0
EPC,67600000.0,117800000.0,99500000.0,114700000.0,50200000.0,-18300000.0,15200000.0
EPM,5937072.0,-16438000.0,32628000.0,35217000.0,-22375072.0,49066000.0,2589000.0
EPR,-131728000.0,98606000.0,176229000.0,173046000.0,230334000.0,77623000.0,-3183000.0
EPRT,42273000.0,95725000.0,134130000.0,190707000.0,53452000.0,38405000.0,56577000.0
EQBK,-74970000.0,52480000.0,57688000.0,7821000.0,127450000.0,5208000.0,-49867000.0
EQC,451294000.0,-16396000.0,37263000.0,91164000.0,-467690000.0,53659000.0,53901000.0
EQH,-648000000.0,1755000000.0,2153000000.0,1302000000.0,2403000000.0,398000000.0,-851000000.0
EQIX,369777000.0,500191000.0,704345000.0,969178000.0,130414000.0,204154000.0,264833000.0
EQR,913636000.0,1332850000.0,776911000.0,835438000.0,419214000.0,-555939000.0,58527000.0
EQT,-958799000.0,-1142747000.0,1770965000.0,1735232000.0,-183948000.0,2913712000.0,-35733000.0
ERIE,293304000.0,297860000.0,298569000.0,446061000.0,4556000.0,709000.0,147492000.0
ERII,26387000.0,14269000.0,24049000.0,21504000.0,-12118000.0,9780000.0,-2545000.0
ES,1205167000.0,1220527000.0,1404875000.0,-442240000.0,15360000.0,184348000.0,-1847115000.0
ESCA,25934000.0,24405000.0,17989000.0,9829000.0,-1529000.0,-6416000.0,-8160000.0
ESE,99411000.0,63496000.0,82320000.0,92545000.0,-35915000.0,18824000.0,10225000.0
ESGR,1759000000.0,538000000.0,-870000000.0,1118000000.0,-1221000000.0,-1408000000.0,1988000000.0
ESNT,413041000.0,681783000.0,831353000.0,696386000.0,268742000.0,149570000.0,-134967000.0
ESP,1163668.0,-181543.0,1265127.0,3677131.0,-1345211.0,1446670.0,2412004.0
ESPR,-143551000.0,-269108000.0,-233659000.0,-209248000.0,-125557000.0,35449000.0,24411000.0
ESRT,-12515000.0,-6510000.0,40643000.0,53245000.0,6005000.0,47153000.0,12602000.0
ESS,568870000.0,488554000.0,408315000.0,405825000.0,-80316000.0,-80239000.0,-2490000.0
ESSA,14416000.0,16424000.0,20070000.0,18576000.0,2008000.0,3646000.0,-1494000.0
ESTC,,-129434000.0,-203848000.0,-236161000.0,,-74414000.0,-32313000.0
ETN,1410000000.0,2144000000.0,2462000000.0,3218000000.0,734000000.0,318000000.0,756000000.0
ETR,1406653000.0,1118719000.0,1097138000.0,2362310000.0,-287934000.0,-21581000.0,1265172000.0
ETRN,423132000.0,-1411820000.0,-269342000.0,445229000.0,-1834952000.0,1142478000.0,714571000.0
ETSY,349246000.0,493507000.0,-694288000.0,307568000.0,144261000.0,-1187795000.0,1001856000.0
EVBG,-93396000.0,-94796000.0,-61174000.0,-47305000.0,-1400000.0,33622000.0,13869000.0
EVBN,11246000.0,24043000.0,22389000.0,24524000.0,12797000.0,-1654000.0,2135000.0
EVC,-3910000.0,29292000.0,18119000.0,-15437000.0,33202000.0,-11173000.0,-33556000.0
EVER,-11202000.0,-19434000.0,-24416000.0,-51287000.0,-8232000.0,-4982000.0,-26871000.0
EVFM,-142309000.0,-205192000.0,-76698000.0,52979000.0,-62883000.0,128494000.0,129677000.0
EVH,-334246000.0,-37601000.0,-19164000.0,-113040000.0,296645000.0,18437000.0,-93876000.0
EVI,775000.0,8384000.0,4095000.0,9719000.0,7609000.0,-4289000.0,5624000.0
EVOK,-13154671.0,-8537952.0,-8224130.0,-7792295.0,4616719.0,313822.0,431835.0
EVOL,643000.0,17445000.0,,,16802000.0,,
EVR,350574000.0,740116000.0,476520000.0,255479000.0,389542000.0,-263596000.0,-221041000.0
EVRG,618300000.0,879700000.0,752700000.0,731300000.0,261400000.0,-127000000.0,-21400000.0
EVRI,-81680000.0,152925000.0,120489000.0,83997000.0,234605000.0,-32436000.0,-36492000.0
EVTC,104436000.0,161130000.0,239009000.0,79722000.0,56694000.0,77879000.0,-159287000.0
EW,823400000.0,1503100000.0,1521900000.0,1402400000.0,679700000.0,18800000.0,-119500000.0
EWBC,567797000.0,872981000.0,1128083000.0,1161161000.0,305184000.0,255102000.0,33078000.0
EXAS,-823605000.0,-595625000.0,-623506000.0,-204149000.0,227980000.0,-27881000.0,419357000.0
EXC,1963000000.0,1706000000.0,2170000000.0,2328000000.0,-257000000.0,464000000.0,158000000.0
EXEL,111781000.0,231063000.0,182282000.0,207765000.0,119282000.0,-48781000.0,25483000.0
EXLS,89476000.0,114758000.0,142968000.0,184558000.0,25282000.0,28210000.0,41590000.0
EXP,,339444000.0,374247000.0,461540000.0,,34803000.0,87293000.0
EXPD,696140000.0,1415492000.0,1357399000.0,752883000.0,719352000.0,-58093000.0,-604516000.0
EXPE,-2612000000.0,12000000.0,352000000.0,797000000.0,2624000000.0,340000000.0,445000000.0
EXPI,31131000.0,81220000.0,15442000.0,-8973000.0,50089000.0,-65778000.0,-24415000.0
EXPO,82552000.0,101202000.0,102330000.0,100339000.0,18650000.0,1128000.0,-1991000.0
EXPR,,-405449000.0,-14436000.0,293834000.0,,391013000.0,308270000.0
EXR,481779000.0,827649000.0,860688000.0,803198000.0,345870000.0,33039000.0,-57490000.0
EXTR,-126845000.0,1936000.0,44271000.0,78074000.0,128781000.0,42335000.0,33803000.0
EYE,36277000.0,128244000.0,42122000.0,-65901000.0,91967000.0,-86122000.0,-108023000.0
EYPT,-45394000.0,-58417000.0,-102254000.0,-70795000.0,-13023000.0,-43837000.0,31459000.0
EZPW,-68463000.0,8612000.0,50160000.0,38463000.0,77075000.0,41548000.0,-11697000.0
F,-1279000000.0,17937000000.0,-1981000000.0,4347000000.0,19216000000.0,-19918000000.0,6328000000.0
FAF,696000000.0,1241100000.0,263000000.0,216800000.0,545100000.0,-978100000.0,-46200000.0
FANG,-4517000000.0,2182000000.0,4386000000.0,3143000000.0,6699000000.0,2204000000.0,-1243000000.0
FARM,-37087000.0,-41651000.0,-15661000.0,-79180000.0,-4564000.0,25990000.0,-63519000.0
FARO,629000.0,-39964000.0,-26756000.0,-56577000.0,-40593000.0,13208000.0,-29821000.0
FAST,859100000.0,925000000.0,1086900000.0,1155000000.0,65900000.0,161900000.0,68100000.0
