Ticker,Gsector
KTOS,Industrials
KURA,Healthcare
KVHI,Technology
KW,Real Estate
KWR,Basic Materials
KZR,Healthcare
L,Financial Services
LAD,Consumer Cyclical
LADR,Real Estate
LAKE,Consumer Cyclical
LAMR,Real Estate
LANC,Consumer Defensive
LAND,Real Estate
LARK,Financial Services
LASR,Technology
LAUR,Consumer Defensive
LAZ,Financial Services
LBAI,Financial Services
LBC,Financial Services
LBRDA,Communication Services
LBRDK,Communication Services
LBRT,Energy
LBTYA,Communication Services
LBTYK,Communication Services
LC,Financial Services
LCII,Consumer Cyclical
LCNB,Financial Services
LCUT,Consumer Cyclical
LDOS,Technology
LE,Consumer Cyclical
LEA,Consumer Cyclical
LECO,Industrials
LEE,Communication Services
LEG,Consumer Cyclical
LEGH,Consumer Cyclical
LEN,Consumer Cyclical
LEU,Energy
LEVI,Consumer Cyclical
LFUS,Technology
LFVN,Consumer Defensive
LGIH,Consumer Cyclical
LGL,Technology
LGND,Healthcare
LH,Healthcare
LIFE,Healthcare
LII,Industrials
LILA,Communication Services
LILAK,Communication Services
LIN,Basic Materials
LINC,Consumer Defensive
LIND,Consumer Cyclical
LIQT,Industrials
LITE,Technology
LIVE,Consumer Cyclical
LIVN,Healthcare
LKFN,Financial Services
LKQ,Consumer Cyclical
LL,Consumer Cyclical
LLY,Healthcare
LMAT,Healthcare
LMFA,Financial Services
LMNR,Consumer Defensive
LMT,Industrials
LNC,Financial Services
LNG,Energy
LNN,Industrials
LNT,Utilities
LNTH,Healthcare
LOAN,Real Estate
LOB,Financial Services
LOCO,Consumer Cyclical
LODE,Real Estate
LOOP,Basic Materials
LOPE,Consumer Defensive
LOVE,Consumer Cyclical
LOW,Consumer Cyclical
LPCN,Healthcare
LPG,Energy
LPLA,Financial Services
LPSN,Technology
LPTH,Technology
LPX,Industrials
LQDA,Healthcare
LQDT,Consumer Cyclical
LRCX,Technology
LRN,Consumer Defensive
LSBK,Financial Services
LSCC,Technology
LSTR,Industrials
LSXMA,Communication Services
LSXMK,Communication Services
LTBR,Industrials
LTC,Real Estate
LTRPA,Communication Services
LTRX,Technology
LULU,Consumer Cyclical
LUNA,Technology
LUV,Industrials
LVS,Consumer Cyclical
LW,Consumer Defensive
LWAY,Consumer Defensive
LXP,Real Estate
LXRX,Healthcare
LXU,Basic Materials
LYB,Basic Materials
LYFT,Technology
LYTS,Technology
LYV,Communication Services
LZB,Consumer Cyclical
M,Consumer Cyclical
MA,Financial Services
MAA,Real Estate
MAC,Real Estate
MACK,Healthcare
MAN,Industrials
MANH,Technology
MAR,Consumer Cyclical
MARA,Financial Services
MARK,Technology
MAS,Industrials
MASI,Healthcare
MAT,Consumer Cyclical
MATW,Industrials
MATX,Industrials
MAYS,Real Estate
MBCN,Financial Services
MBI,Financial Services
MBIN,Financial Services
MBIO,Healthcare
MBOT,Healthcare
MBUU,Consumer Cyclical
MBWM,Financial Services
MC,Financial Services
MCB,Financial Services
MCBC,Financial Services
MCD,Consumer Cyclical
MCFT,Consumer Cyclical
MCHP,Technology
MCHX,Communication Services
MCK,Healthcare
MCO,Financial Services
MCRB,Healthcare
MCRI,Consumer Cyclical
MCS,Communication Services
MCY,Financial Services
MD,Healthcare
MDB,Technology
MDC,Consumer Cyclical
MDGL,Healthcare
MDLZ,Consumer Defensive
MDRX,Healthcare
MDT,Healthcare
MDU,Industrials
MED,Consumer Cyclical
MEDP,Healthcare
MEI,Technology
MEIP,Healthcare
MERC,Basic Materials
MESA,Industrials
MET,Financial Services
MFA,Real Estate
MG,Industrials
MGEE,Utilities
MGM,Consumer Cyclical
MGNX,Healthcare
MGPI,Consumer Defensive
MGRC,Industrials
MGY,Energy
MGYR,Financial Services
MHH,Industrials
MHK,Consumer Cyclical
MHLD,Financial Services
MHO,Consumer Cyclical
MIDD,Industrials
MIND,Technology
MITK,Technology
MITT,Real Estate
MKC,Consumer Defensive
MKL,Financial Services
MKSI,Technology
MKTX,Financial Services
MLAB,Technology
MLI,Industrials
MLM,Basic Materials
MLP,Real Estate
MLR,Consumer Cyclical
MLSS,Healthcare
MMC,Financial Services
MMI,Real Estate
MMM,Industrials
MMS,Industrials
MMSI,Healthcare
MNKD,Healthcare
MNOV,Healthcare
MNR,Energy
MNRO,Consumer Cyclical
MNST,Consumer Defensive
MNTX,Industrials
MO,Consumer Defensive
MOD,Consumer Cyclical
MODN,Technology
MOFG,Financial Services
MOH,Healthcare
MORN,Financial Services
MOS,Basic Materials
MOTS,Healthcare
MOV,Consumer Cyclical
MPAA,Consumer Cyclical
MPB,Financial Services
MPC,Energy
MPW,Real Estate
MPWR,Technology
MPX,Consumer Cyclical
MRAM,Technology
MRC,Energy
MRCY,Industrials
MRIN,Technology
MRK,Healthcare
MRKR,Healthcare
MRNS,Healthcare
MRO,Energy
MRSN,Healthcare
MRTN,Industrials
MRVL,Technology
MS,Financial Services
MSA,Industrials
MSBI,Financial Services
MSCI,Financial Services
MSEX,Utilities
MSFT,Technology
MSI,Technology
MSM,Industrials
MSN,Technology
MSTR,Technology
MTB,Financial Services
MTCH,Communication Services
MTD,Healthcare
MTDR,Energy
MTEM,Healthcare
MTEX,Consumer Defensive
MTG,Financial Services
MTH,Consumer Cyclical
MTN,Consumer Cyclical
MTNB,Healthcare
MTRN,Basic Materials
MTRX,Industrials
MTSI,Technology
MTW,Industrials
MTX,Basic Materials
MTZ,Industrials
MU,Technology
MUR,Energy
MUSA,Consumer Cyclical
MUX,Basic Materials
MVBF,Financial Services
MVIS,Technology
MWA,Industrials
MXL,Technology
MYE,Consumer Cyclical
MYGN,Healthcare
MYRG,Industrials
NAII,Consumer Defensive
NATH,Consumer Cyclical
NATR,Consumer Defensive
NAVB,Healthcare
NAVI,Financial Services
NBHC,Financial Services
NBIX,Healthcare
NBN,Financial Services
NBR,Energy
NBTB,Financial Services
NBY,Healthcare
NC,Energy
NCLH,Consumer Cyclical
NCMI,Communication Services
NCSM,Energy
NDAQ,Financial Services
NDLS,Consumer Cyclical
NDSN,Industrials
NE,Energy
NEE,Utilities
NEM,Basic Materials
NEO,Healthcare
NEOG,Healthcare
NEON,Technology
NERV,Healthcare
NEU,Basic Materials
NFBK,Financial Services
NFG,Energy
NFLX,Communication Services
NGS,Energy
NGVC,Consumer Defensive
NGVT,Basic Materials
NHC,Healthcare
NHI,Real Estate
NHTC,Consumer Cyclical
NI,Utilities
NICK,Financial Services
NINE,Energy
NJR,Utilities
NKE,Consumer Cyclical
NKSH,Financial Services
NKTR,Healthcare
NL,Industrials
NLY,Real Estate
NMIH,Financial Services
NMRK,Real Estate
NNBR,Industrials
NNI,Financial Services
NNN,Real Estate
NNVC,Healthcare
NOC,Industrials
NODK,Financial Services
NOG,Energy
NOV,Energy
NOVT,Technology
NOW,Technology
NPK,Industrials
NPO,Industrials
NR,Energy
NRC,Healthcare
NRG,Utilities
NRIM,Financial Services
NSA,Real Estate
NSC,Industrials
NSIT,Technology
NSP,Industrials
NSSC,Industrials
NSTG,Healthcare
NTAP,Technology
NTCT,Technology
NTGR,Technology
NTIC,Basic Materials
NTIP,Industrials
NTLA,Healthcare
NTNX,Technology
NTRA,Healthcare
NTRS,Financial Services
NTWK,Technology
NUE,Basic Materials
NURO,Healthcare
NUS,Consumer Defensive
NVAX,Healthcare
NVDA,Technology
NVEC,Technology
NVEE,Industrials
NVFY,Consumer Cyclical
NVR,Consumer Cyclical
NVRO,Healthcare
NVT,Industrials
NWBI,Financial Services
NWE,Utilities
NWFL,Financial Services
NWL,Consumer Defensive
NWLI,Financial Services
NWN,Utilities
NWPX,Industrials
NWS,Communication Services
NWSA,Communication Services
NX,Industrials
NXRT,Real Estate
NXST,Communication Services
NYCB,Financial Services
NYMT,Real Estate
NYT,Communication Services
O,Real Estate
OC,Industrials
OCC,Technology
OCFC,Financial Services
OCN,Financial Services
OCUL,Healthcare
OCX,Healthcare
ODC,Basic Materials
ODFL,Industrials
ODP,Consumer Cyclical
OESX,Industrials
OFED,Financial Services
OFG,Financial Services
OFIX,Healthcare
OFLX,Industrials
OGE,Utilities
OGEN,Healthcare
OGS,Utilities
OHI,Real Estate
OI,Consumer Cyclical
OII,Energy
OIS,Energy
OKE,Energy
OKTA,Technology
OLED,Technology
OLLI,Consumer Defensive
OLN,Basic Materials
OLP,Real Estate
OMC,Communication Services
OMCL,Healthcare
OMER,Healthcare
OMEX,Industrials
OMF,Financial Services
OMI,Healthcare
ON,Technology
ONB,Financial Services
ONTX,Healthcare
ONVO,Healthcare
OOMA,Communication Services
OPGN,Healthcare
OPI,Real Estate
OPK,Healthcare
OPOF,Financial Services
OPRX,Healthcare
OPTN,Healthcare
OPTT,Industrials
OPY,Financial Services
ORA,Utilities
ORC,Real Estate
ORCL,Technology
ORGO,Healthcare
ORI,Financial Services
ORLY,Consumer Cyclical
ORN,Industrials
ORRF,Financial Services
OSBC,Financial Services
OSG,Energy
OSIS,Technology
OSK,Industrials
OSPN,Technology
OSUR,Healthcare
OTTR,Utilities
OUT,Real Estate
OVBC,Financial Services
OVLY,Financial Services
OXM,Consumer Cyclical
OXY,Energy
OZK,Financial Services
PACB,Healthcare
PAG,Consumer Cyclical
PAHC,Healthcare
PANL,Industrials
PANW,Technology
PAR,Technology
PARR,Energy
PATK,Consumer Cyclical
PAYC,Technology
PAYX,Industrials
PB,Financial Services
PBF,Energy
PBH,Healthcare
PBHC,Financial Services
PBI,Industrials
PBPB,Consumer Cyclical
PBYI,Healthcare
PCAR,Industrials
PCH,Real Estate
PCRX,Healthcare
PCTY,Technology
PCYO,Utilities
PD,Technology
PDCO,Healthcare
PDEX,Healthcare
PDFS,Technology
PDLB,Financial Services
PDM,Real Estate
PEB,Real Estate
PEBK,Financial Services
PEBO,Financial Services
PED,Energy
PEG,Utilities
PEGA,Technology
PEN,Healthcare
PENN,Consumer Cyclical
PEP,Consumer Defensive
PESI,Industrials
PETQ,Healthcare
PETS,Healthcare
PFBC,Financial Services
PFE,Healthcare
PFG,Financial Services
PFGC,Consumer Defensive
PFIE,Energy
PFIS,Financial Services
PFMT,Industrials
PFS,Financial Services
PG,Consumer Defensive
PGC,Financial Services
PGR,Financial Services
PGRE,Real Estate
PGTI,Industrials
PH,Industrials
PHIO,Healthcare
PHM,Consumer Cyclical
PHX,Energy
PI,Technology
PII,Consumer Cyclical
PINC,Healthcare
PINS,Communication Services
PJT,Financial Services
PK,Real Estate
PKBK,Financial Services
PKE,Industrials
PKG,Consumer Cyclical
PKOH,Industrials
PLAB,Technology
PLAY,Communication Services
PLBC,Financial Services
PLCE,Consumer Cyclical
PLD,Real Estate
PLNT,Consumer Cyclical
PLOW,Consumer Cyclical
PLPC,Industrials
PLSE,Healthcare
PLUG,Industrials
PLUS,Technology
PLXS,Technology
PLYA,Consumer Cyclical
PLYM,Real Estate
PM,Consumer Defensive
PMD,Healthcare
PMT,Real Estate
PMTS,Financial Services
PNBK,Financial Services
PNC,Financial Services
PNFP,Financial Services
PNM,Utilities
PNR,Industrials
PNRG,Energy
PNW,Utilities
PODD,Healthcare
POL,Consumer Cyclical
POOL,Industrials
POR,Utilities
POST,Consumer Defensive
POWI,Technology
POWL,Industrials
PPBI,Financial Services
PPC,Consumer Defensive
PPG,Basic Materials
PPIH,Industrials
PPL,Utilities
PPSI,Industrials
PRA,Financial Services
PRAA,Financial Services
PRFT,Technology
PRGO,Healthcare
PRGS,Technology
PRI,Financial Services
PRIM,Industrials
PRK,Financial Services
PRLB,Industrials
PRMW,Consumer Defensive
PRO,Technology
PROV,Financial Services
PRPH,Healthcare
PRTA,Healthcare
PRTS,Consumer Cyclical
PRU,Financial Services
PSA,Real Estate
PSMT,Consumer Defensive
PSN,Technology
PSTG,Technology
PSX,Energy
PTC,Technology
PTCT,Healthcare
PTEN,Energy
PTGX,Healthcare
PTN,Healthcare
PTSI,Industrials
PULM,Healthcare
PUMP,Energy
PVBC,Financial Services
PVH,Consumer Cyclical
PW,Real Estate
PWOD,Financial Services
PWR,Industrials
PXD,Energy
PXLW,Technology
PYPL,Financial Services
PZG,Basic Materials
PZZA,Consumer Cyclical
QCOM,Technology
QCRH,Financial Services
QDEL,Healthcare
QLYS,Technology
QNST,Communication Services
QRHC,Industrials
QRTEA,Consumer Cyclical
QRVO,Technology
QTRX,Healthcare
QTWO,Technology
QUAD,Industrials
QUIK,Technology
R,Industrials
RAIL,Industrials
RAMP,Technology
RARE,Healthcare
RAVE,Consumer Cyclical
RBB,Financial Services
RBBN,Communication Services
RBC,Industrials
RBCAA,Financial Services
RBCN,Technology
RC,Real Estate
RCKT,Healthcare
RCKY,Consumer Cyclical
RCL,Consumer Cyclical
RCM,Healthcare
RCMT,Industrials
RCUS,Healthcare
RDFN,Real Estate
RDI,Communication Services
RDN,Financial Services
RDNT,Healthcare
RDUS,Basic Materials
RDVT,Technology
REED,Consumer Defensive
REFR,Technology
REG,Real Estate
REGI,
REGN,Healthcare
REI,Energy
RELL,Technology
REPL,Healthcare
RES,Energy
REVG,Industrials
REX,Basic Materials
REXR,Real Estate
REZI,Industrials
RF,Financial Services
RFIL,Industrials
RFL,Real Estate
RGA,Financial Services
RGCO,Utilities
RGEN,Healthcare
RGLD,Basic Materials
RGLS,Healthcare
RGNX,Healthcare
RGR,Industrials
RGS,Consumer Cyclical
RH,Consumer Cyclical
RHE,Healthcare
RHI,Industrials
RHP,Real Estate
RIBT,Consumer Defensive
RICK,Consumer Cyclical
RIG,Energy
RIGL,Healthcare
RILY,Financial Services
RIOT,Financial Services
RJF,Financial Services
RKDA,Consumer Defensive
RL,Consumer Cyclical
RLGT,Industrials
RLI,Financial Services
RLJ,Real Estate
RM,Financial Services
RMAX,Real Estate
RMBS,Technology
RMCF,Consumer Defensive
RMD,Healthcare
RMR,Real Estate
RMTI,Healthcare
RNG,Technology
RNR,Financial Services
RNST,Financial Services
ROCK,Industrials
ROG,Technology
ROIC,Real Estate
ROK,Industrials
ROKU,Communication Services
ROL,Consumer Cyclical
ROP,Technology
ROST,Consumer Cyclical
RPD,Technology
RPM,Basic Materials
RRC,Energy
RRGB,Consumer Cyclical
RRR,Consumer Cyclical
RS,Basic Materials
RSG,Industrials
RUN,Technology
RUSHA,Consumer Cyclical
RUSHB,Consumer Cyclical
RVNC,Healthcare
RVP,Healthcare
RVSB,Financial Services
RWT,Real Estate
RYAM,Basic Materials
RYI,Industrials
RYN,Real Estate
RYTM,Healthcare
SABR,Technology
SACH,Real Estate
SAFE,Real Estate
SAFT,Financial Services
SAGE,Healthcare
SAH,Consumer Cyclical
SAIA,Industrials
SAIC,Technology
SALM,Communication Services
SAM,Consumer Defensive
SAMG,Financial Services
SANM,Technology
SANW,Consumer Defensive
SASR,Financial Services
SATS,Technology
SAVE,Industrials
SBAC,Real Estate
SBCF,Financial Services
SBFG,Financial Services
SBGI,Communication Services
SBH,Consumer Cyclical
SBNY,Financial Services
SBOW,Energy
SBRA,Real Estate
SBSI,Financial Services
SBT,Financial Services
SBUX,Consumer Cyclical
SCHL,Communication Services
SCHW,Financial Services
SCI,Consumer Cyclical
SCL,Basic Materials
SCOR,Communication Services
SCS,Industrials
SCSC,Technology
SCVL,Consumer Cyclical
SCWX,Technology
SCX,Industrials
SCYX,Healthcare
SD,Energy
SDPI,Energy
SEAC,Technology
SEB,Industrials
SEDG,Technology
SEE,Consumer Cyclical
SEIC,Financial Services
SELF,Real Estate
SEM,Healthcare
SENEA,Consumer Defensive
SENEB,Consumer Defensive
SENS,Healthcare
SF,Financial Services
SFBC,Financial Services
SFBS,Financial Services
SFIX,Consumer Cyclical
SFM,Consumer Defensive
SFNC,Financial Services
SFST,Financial Services
SGA,Communication Services
SGC,Consumer Cyclical
SGH,Technology
SGMA,Technology
SGMO,Healthcare
SGRP,Industrials
SGRY,Healthcare
SHAK,Consumer Cyclical
SHBI,Financial Services
SHEN,Communication Services
SHO,Real Estate
SHOO,Consumer Cyclical
SHW,Basic Materials
SIBN,Healthcare
SIEB,Financial Services
SIF,Industrials
SIG,Consumer Cyclical
SIGA,Healthcare
SIGI,Financial Services
SILK,Healthcare
SINT,Healthcare
SIRI,Communication Services
SITC,Real Estate
SITE,Industrials
SIX,Consumer Cyclical
SJM,Consumer Defensive
SJW,Utilities
SKT,Real Estate
SKX,Consumer Cyclical
SKY,Consumer Cyclical
SKYW,Industrials
SLAB,Technology
SLB,Energy
SLCA,Energy
SLDB,Healthcare
SLG,Real Estate
SLGN,Consumer Cyclical
SLM,Financial Services
SLNO,Healthcare
SLP,Healthcare
SLS,Healthcare
SM,Energy
SMAR,Technology
SMBC,Financial Services
SMBK,Financial Services
SMG,Basic Materials
SMIT,Technology
SMMF,Financial Services
SMP,Consumer Cyclical
SMPL,Consumer Defensive
SMRT,Technology
SMSI,Technology
SMTC,Technology
SNA,Industrials
SNAP,Communication Services
SNBR,Consumer Cyclical
SNCR,Technology
SND,Energy
SNDR,Industrials
SNDX,Healthcare
SNFCA,Financial Services
SNOA,Healthcare
SNPS,Technology
SNV,Financial Services
SNX,Technology
SO,Utilities
SOHO,Real Estate
SOI,Energy
SON,Consumer Cyclical
SONO,Technology
SP,Industrials
SPB,Consumer Defensive
SPG,Real Estate
SPGI,Financial Services
SPLK,Technology
SPOK,Healthcare
SPR,Industrials
SPRO,Healthcare
SPSC,Technology
SPTN,Consumer Defensive
SPWH,Consumer Cyclical
SPWR,Technology
SPXC,Industrials
SQ,Technology
SR,Utilities
SRCE,Financial Services
SRCL,Industrials
SRDX,Healthcare
SRE,Utilities
SRG,Real Estate
SRI,Consumer Cyclical
SRNE,Healthcare
SRPT,Healthcare
SRRK,Healthcare
SRTS,Healthcare
SSB,Financial Services
SSBI,Financial Services
SSD,Basic Materials
SSKN,Healthcare
SSNC,Technology
SSP,Communication Services
SSTI,Technology
SSTK,Communication Services
ST,Technology
STAA,Healthcare
STAG,Real Estate
STBA,Financial Services
STC,Financial Services
STCN,Communication Services
STE,Healthcare
STIM,Healthcare
STKS,Consumer Cyclical
STLD,Basic Materials
STRA,Consumer Defensive
STRL,Industrials
STRM,Healthcare
STRS,Real Estate
STRT,Consumer Cyclical
STT,Financial Services
STWD,Real Estate
STX,Technology
STZ,Consumer Defensive
SUI,Real Estate
SUM,Basic Materials
SUP,Consumer Cyclical
SUPN,Healthcare
SVRA,Healthcare
SVT,Industrials
SWAV,Healthcare
SWK,Industrials
SWKS,Technology
SWN,Energy
SWX,Utilities
SXC,Basic Materials
SXI,Industrials
SXT,Basic Materials
SYBT,Financial Services
SYBX,Healthcare
SYF,Financial Services
SYK,Healthcare
SYNA,Technology
SYPR,Consumer Cyclical
SYRS,Healthcare
SYY,Consumer Defensive
T,Communication Services
TACO,
TACT,Technology
TAIT,Technology
TALO,Energy
TAP,Consumer Defensive
TAST,Consumer Cyclical
TAYD,Industrials
TBBK,Financial Services
TBI,Industrials
TBIO,Healthcare
TBNK,Financial Services
TBPH,Healthcare
TCBI,Financial Services
TCBK,Financial Services
TCI,Real Estate
TCMD,Healthcare
TCON,Healthcare
TCS,Consumer Cyclical
TDC,Technology
TDG,Industrials
TDOC,Healthcare
TDS,Communication Services
TDW,Energy
TDY,Technology
TECH,Healthcare
TEL,Technology
TELL,Energy
TENB,Technology
TENX,Healthcare
TER,Technology
TEX,Industrials
TFSL,Financial Services
TFX,Healthcare
TG,Industrials
TGEN,Industrials
TGI,Industrials
TGLS,Basic Materials
TGNA,Communication Services
TGT,Consumer Defensive
TGTX,Healthcare
THC,Healthcare
THFF,Financial Services
THG,Financial Services
THO,Consumer Cyclical
THR,Industrials
THRM,Consumer Cyclical
THS,Consumer Defensive
TILE,Industrials
TIPT,Financial Services
TISI,Industrials
TITN,Industrials
TJX,Consumer Cyclical
TKR,Industrials
TLF,Consumer Cyclical
TLYS,Consumer Cyclical
TMDX,Healthcare
TMHC,Consumer Cyclical
TMO,Healthcare
TMP,Financial Services
TMST,Basic Materials
TMUS,Communication Services
TNC,Industrials
TNDM,Healthcare
TNET,Industrials
TNXP,Healthcare
TOL,Consumer Cyclical
TOWN,Financial Services
TPB,Consumer Defensive
TPC,Industrials
TPH,Consumer Cyclical
TPHS,Real Estate
TPIC,Industrials
TPR,Consumer Cyclical
TPX,Consumer Cyclical
TR,Consumer Defensive
TRC,Industrials
TREE,Financial Services
TREX,Industrials
TRGP,Energy
TRIP,Consumer Cyclical
TRMB,Technology
TRMK,Financial Services
TRN,Industrials
TRNO,Real Estate
TRNS,Industrials
TROW,Financial Services
TROX,Basic Materials
TRS,Consumer Cyclical
TRST,Financial Services
TRT,Technology
TRTX,Real Estate
TRU,Industrials
TRUP,Financial Services
TRV,Financial Services
TRVN,Healthcare
TSBK,Financial Services
TSCO,Consumer Cyclical
TSE,Basic Materials
TSLA,Consumer Cyclical
TSN,Consumer Defensive
TSQ,Communication Services
TTC,Industrials
TTD,Technology
TTEC,Technology
TTEK,Industrials
TTGT,Communication Services
TTI,Energy
TTMI,Technology
TTNP,Healthcare
TTOO,Healthcare
TTWO,Communication Services
TUP,Consumer Cyclical
TUSK,Industrials
TW,Financial Services
TWI,Industrials
TWIN,Industrials
TWLO,Communication Services
TWO,Real Estate
TWOU,Consumer Defensive
TWST,Healthcare
TXMD,Healthcare
TXN,Technology
TXRH,Consumer Cyclical
TXT,Industrials
TYL,Technology
TZOO,Communication Services
UA,Consumer Cyclical
UAA,Consumer Cyclical
UAL,Industrials
UAMY,Basic Materials
UBCP,Financial Services
UBER,Technology
UBFO,Financial Services
UBOH,Financial Services
UBSI,Financial Services
UCBI,Financial Services
UCTT,Technology
UDR,Real Estate
UE,Real Estate
UEC,Energy
UEIC,Technology
UFCS,Financial Services
UFI,Consumer Cyclical
UFPI,Basic Materials
UFPT,Healthcare
UG,Consumer Defensive
UGI,Utilities
UHAL,Industrials
UHS,Healthcare
UHT,Real Estate
UIS,Technology
ULBI,Industrials
ULH,Industrials
ULTA,Consumer Cyclical
UMBF,Financial Services
UMH,Real Estate
UNAM,Financial Services
UNB,Financial Services
UNF,Industrials
UNFI,Consumer Defensive
UNH,Healthcare
UNIT,Real Estate
UNM,Financial Services
UNP,Industrials
UNTY,Financial Services
UONE,Communication Services
UONEK,Communication Services
UPLD,Technology
UPS,Industrials
UPWK,Communication Services
URBN,Consumer Cyclical
URI,Industrials
USAP,Basic Materials
USB,Financial Services
USEG,Energy
USFD,Consumer Defensive
USLM,Basic Materials
USM,Communication Services
USNA,Consumer Defensive
USPH,Healthcare
UTHR,Healthcare
UTI,Consumer Defensive
UTL,Utilities
UTMD,Healthcare
UUU,Industrials
UVE,Financial Services
UVSP,Financial Services
UVV,Consumer Defensive
V,Financial Services
VAC,Consumer Cyclical
VAL,Energy
VALU,Financial Services
VAPO,Healthcare
VBFC,Financial Services
VBIV,Healthcare
VBTX,Financial Services
VC,Consumer Cyclical
VCEL,Healthcare
VCTR,Financial Services
VCYT,Healthcare
VECO,Technology
VEEV,Healthcare
VERI,Technology
VERU,Healthcare
VFC,Consumer Cyclical
VGR,Consumer Defensive
VHC,Technology
VIAV,Technology
VICI,Real Estate
VICR,Technology
VIRC,Consumer Cyclical
VIRT,Financial Services
VKTX,Healthcare
VLGEA,Consumer Defensive
VLO,Energy
VLY,Financial Services
VMC,Basic Materials
VMI,Industrials
VNCE,Consumer Cyclical
VNDA,Healthcare
VNO,Real Estate
VNRX,Healthcare
VOXX,Technology
VOYA,Financial Services
VPG,Technology
VRA,Consumer Cyclical
VREX,Healthcare
VRNS,Technology
VRNT,Technology
VRRM,Industrials
VRSK,Industrials
VRSN,Technology
VRTS,Financial Services
VRTX,Healthcare
VSAT,Technology
VSEC,Industrials
VSH,Technology
VST,Utilities
VSTM,Healthcare
VSTO,Consumer Cyclical
VTNR,Energy
VTR,Real Estate
VTVT,Healthcare
VUZI,Technology
VVI,Industrials
VVV,Energy
VXRT,Healthcare
VYGR,Healthcare
VZ,Communication Services
W,Consumer Cyclical
WAB,Industrials
WABC,Financial Services
WAFD,Financial Services
WAL,Financial Services
WASH,Financial Services
WAT,Healthcare
WATT,Technology
WBA,Healthcare
WBS,Financial Services
WCC,Industrials
WD,Financial Services
WDAY,Technology
WDC,Technology
WDFC,Basic Materials
WEC,Utilities
WELL,Real Estate
WEN,Consumer Cyclical
WERN,Industrials
WEX,Technology
WEYS,Consumer Cyclical
WFC,Financial Services
WGO,Consumer Cyclical
WH,Consumer Cyclical
WHD,Energy
WHG,Financial Services
WHLM,Industrials
WHLR,Real Estate
WHR,Consumer Cyclical
WINA,Consumer Cyclical
WING,Consumer Cyclical
WIRE,Industrials
WK,Technology
WKHS,Consumer Cyclical
WLDN,Industrials
WLFC,Industrials
WLK,Basic Materials
WM,Industrials
WMB,Energy
WMK,Consumer Defensive
WMS,Industrials
WMT,Consumer Defensive
WNC,Industrials
WNEB,Financial Services
WOR,Industrials
WOW,Communication Services
WPC,Real Estate
WRB,Financial Services
WRK,Consumer Cyclical
WRLD,Financial Services
WSBC,Financial Services
WSBF,Financial Services
WSC,Industrials
WSFS,Financial Services
WSM,Consumer Cyclical
WSO,Industrials
WSR,Real Estate
WST,Healthcare
WSTL,Technology
WTBA,Financial Services
WTFC,Financial Services
WTI,Energy
WTM,Financial Services
WTS,Industrials
WTTR,Basic Materials
WU,Financial Services
WVE,Healthcare
WVFC,Financial Services
WVVI,Consumer Defensive
WWD,Industrials
WWR,Basic Materials
WWW,Consumer Cyclical
WY,Real Estate
WYNN,Consumer Cyclical
WYY,Technology
X,Basic Materials
XBIT,Healthcare
XEL,Utilities
XELA,Technology
XELB,Consumer Cyclical
XERS,Healthcare
XHR,Real Estate
XNCR,Healthcare
XOM,Energy
XOMA,Healthcare
XPER,Technology
XPL,Basic Materials
XPO,Industrials
XRAY,Healthcare
XRX,Technology
XTNT,Healthcare
XXII,Consumer Defensive
XYL,Industrials
YELP,Communication Services
YETI,Consumer Cyclical
YEXT,Technology
YMAB,Healthcare
YORW,Utilities
YTEN,Basic Materials
YUM,Consumer Cyclical
Z,Communication Services
ZBH,Healthcare
ZBRA,Technology
ZDGE,Communication Services
ZEUS,Basic Materials
ZG,Communication Services
ZION,Financial Services
ZM,Technology
ZS,Technology
ZTS,Healthcare
ZUMZ,Consumer Cyclical
ZUO,Technology
USIO,Technology
VISL,Technology
WW,Consumer Cyclical
XFOR,Healthcare
ZYXI,Healthcare
